class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Happy,0.4673296809196472,0.31130704283714294,-0.32740214467048645,0.999531626701355,0.4750388264656067,0.29467079043388367,-0.2948518693447113,0.9979881048202515,0.47804775834083557,0.29528987407684326,-0.2951817214488983,0.997771680355072,0.4815983772277832,0.29608219861984253,-0.29512783885002136,0.9982295632362366,0.46205979585647583,0.29362231492996216,-0.29864490032196045,0.9985790252685547,0.4569646716117859,0.29384633898735046,-0.2989767789840698,0.9988018274307251,0.4521995484828949,0.2939140200614929,-0.2991655468940735,0.998902440071106,0.4883071482181549,0.3037905991077423,-0.12637946009635925,0.9987364411354065,0.4432339072227478,0.3015522062778473,-0.142923504114151,0.9974702596664429,0.47473078966140747,0.32989394664764404,-0.26257848739624023,0.9991613626480103,0.45868387818336487,0.3275972604751587,-0.26990583539009094,0.9991298317909241,0.5256776809692383,0.39218541979789734,-0.03683862090110779,0.9994707703590393,0.4039655327796936,0.38778451085090637,-0.08191057294607162,0.9987804293632507,0.6132274866104126,0.39346709847450256,-0.20648422837257385,0.9927790760993958,0.31709977984428406,0.38342735171318054,-0.25729867815971375,0.9893338084220886,0.5933613181114197,0.2949354946613312,-0.49509233236312866,0.9954919219017029,0.330977201461792,0.28191620111465454,-0.5002389550209045,0.9967255592346191,0.5882483720779419,0.2701873779296875,-0.5592447519302368,0.9914523363113403,0.33219945430755615,0.24853533506393433,-0.570946991443634,0.9926086068153381,0.5751307606697083,0.2675359845161438,-0.5574032664299011,0.9913210272789001,0.34433847665786743,0.24500003457069397,-0.5589728951454163,0.9919003248214722,0.573169469833374,0.28038331866264343,-0.5022225379943848,0.9872584939002991,0.34818771481513977,0.2572421133518219,-0.5058719515800476,0.9892809987068176,0.4935801029205322,0.6523641347885132,0.03489719331264496,0.9973638653755188,0.42313283681869507,0.649311900138855,-0.03508434444665909,0.997712254524231,0.49095386266708374,0.8454045057296753,0.059136081486940384,0.49533236026763916,0.4032835364341736,0.8424771428108215,-0.05994550138711929,0.6892268061637878,0.4821396768093109,0.9836204051971436,0.34454062581062317,0.41522789001464844,0.3888387084007263,0.9994822144508362,0.1327795684337616,0.6578067541122437,0.47532814741134644,0.9903768301010132,0.36257538199424744,0.26984015107154846,0.39236441254615784,1.0088120698928833,0.14248178899288177,0.300074964761734,0.507632851600647,1.0105329751968384,0.1940089613199234,0.36616405844688416,0.3917229175567627,1.061720609664917,-0.054861921817064285,0.4367501735687256
Happy,0.4689489006996155,0.31007465720176697,-0.3408550024032593,0.9998109936714172,0.4767468571662903,0.2950882613658905,-0.3073559105396271,0.9991480112075806,0.47979792952537537,0.29635417461395264,-0.3076973855495453,0.999164342880249,0.48412030935287476,0.2977699637413025,-0.30763810873031616,0.9991658926010132,0.46351155638694763,0.2928565442562103,-0.3123781681060791,0.9994305968284607,0.4582078456878662,0.29287487268447876,-0.3126985728740692,0.9995959401130676,0.45294708013534546,0.2930499315261841,-0.31287097930908203,0.9995355606079102,0.48861294984817505,0.3047679364681244,-0.13098707795143127,0.9995379447937012,0.44260844588279724,0.3016108572483063,-0.1534639298915863,0.99918133020401,0.4758804440498352,0.32993561029434204,-0.27317097783088684,0.9995796084403992,0.4593886733055115,0.32661134004592896,-0.2821720838546753,0.9995803236961365,0.5238761901855469,0.39246466755867004,-0.04731719195842743,0.9996181726455688,0.4032985270023346,0.38651958107948303,-0.09042707085609436,0.9992507100105286,0.6132152676582336,0.3931129574775696,-0.25575709342956543,0.9904921650886536,0.3169909715652466,0.38287365436553955,-0.32469403743743896,0.980430006980896,0.5934052467346191,0.2926326096057892,-0.5751691460609436,0.996324360370636,0.3294197916984558,0.28365641832351685,-0.6243658661842346,0.998190701007843,0.5892950296401978,0.26817283034324646,-0.6464595198631287,0.9946212768554688,0.33189064264297485,0.2484159767627716,-0.7042824625968933,0.9968460202217102,0.5736945867538452,0.26494723558425903,-0.6429594159126282,0.994779109954834,0.34363746643066406,0.24593645334243774,-0.687491774559021,0.9965670108795166,0.5711016058921814,0.2771664261817932,-0.5828828811645508,0.9923180341720581,0.3469323515892029,0.2591974139213562,-0.6295529007911682,0.9953705668449402,0.4944242835044861,0.6531500220298767,0.024197282269597054,0.9967479705810547,0.42433422803878784,0.6498655676841736,-0.02442067675292492,0.9971362352371216,0.48876962065696716,0.8529471755027771,0.026448745280504227,0.4961092472076416,0.40425053238868713,0.8450807929039001,-0.04308650642633438,0.5804153084754944,0.47796863317489624,1.000478982925415,0.29188573360443115,0.3999103307723999,0.3895869553089142,1.0055785179138184,0.15189163386821747,0.5933958888053894,0.4706633687019348,1.0065219402313232,0.3074519634246826,0.23903542757034302,0.3947189152240753,1.0185140371322632,0.16150729358196259,0.2637518048286438,0.4821764826774597,1.0819244384765625,0.13140767812728882,0.39420321583747864,0.3863457441329956,1.0769108533859253,-0.03453477472066879,0.3996332585811615
Happy,0.46896758675575256,0.31022360920906067,-0.3399752378463745,0.999804675579071,0.4768451154232025,0.2953224182128906,-0.3063211143016815,0.9991152882575989,0.4799160361289978,0.296578973531723,-0.3066629469394684,0.9991337656974792,0.48433247208595276,0.2979866564273834,-0.30660322308540344,0.9991395473480225,0.4635070860385895,0.293106347322464,-0.31141406297683716,0.9994076490402222,0.4581471383571625,0.29306429624557495,-0.3117341995239258,0.999579131603241,0.4528898298740387,0.2932299077510834,-0.3119060695171356,0.9995167255401611,0.4887119233608246,0.30482760071754456,-0.12959221005439758,0.9995146989822388,0.44255390763282776,0.30160605907440186,-0.15238529443740845,0.9991362690925598,0.47594204545021057,0.33013302087783813,-0.2721764147281647,0.9995595812797546,0.45946937799453735,0.3266989588737488,-0.2812710404396057,0.9995607733726501,0.5235109925270081,0.39248126745224,-0.04526355490088463,0.9996147155761719,0.40318503975868225,0.38669827580451965,-0.08973204344511032,0.9992306232452393,0.613110363483429,0.3930736184120178,-0.25256213545799255,0.9900458455085754,0.3170510530471802,0.3828357756137848,-0.3230774998664856,0.9790980815887451,0.5934305191040039,0.2927890717983246,-0.5719215273857117,0.9963067770004272,0.3296399712562561,0.2831781208515167,-0.6211078763008118,0.9980649352073669,0.5896382331848145,0.2679864764213562,-0.6430802941322327,0.9946383833885193,0.33197322487831116,0.24809867143630981,-0.7008371353149414,0.9966442584991455,0.5739869475364685,0.26482918858528137,-0.6397894620895386,0.994809627532959,0.34383949637413025,0.245805561542511,-0.6840758919715881,0.9963551759719849,0.571313738822937,0.27713632583618164,-0.5797169208526611,0.9923519492149353,0.3472062945365906,0.25922340154647827,-0.626277506351471,0.995114803314209,0.4943661093711853,0.6532964110374451,0.024657588452100754,0.9966152310371399,0.4242677688598633,0.6499605178833008,-0.024884358048439026,0.9969913959503174,0.4886358380317688,0.8534608483314514,0.024877432733774185,0.46910685300827026,0.40425944328308105,0.8452008962631226,-0.04517781734466553,0.552638053894043,0.47782230377197266,1.0013234615325928,0.28814783692359924,0.3791695833206177,0.3895307183265686,1.0062485933303833,0.148668572306633,0.5716382265090942,0.4706164002418518,1.007213830947876,0.3034272789955139,0.2255721092224121,0.39467981457710266,1.019175410270691,0.15812411904335022,0.24973084032535553,0.48150435090065,1.082857370376587,0.1260260045528412,0.37736988067626953,0.38643115758895874,1.077717900276184,-0.038917623460292816,0.38190779089927673
Happy,0.46856385469436646,0.31149113178253174,-0.32451698184013367,0.9987272620201111,0.47512874007225037,0.29563742876052856,-0.2956348955631256,0.9946316480636597,0.4808233678340912,0.29726025462150574,-0.29599377512931824,0.9943169951438904,0.48516589403152466,0.2985897660255432,-0.2959596514701843,0.9954589605331421,0.4611262381076813,0.293749064207077,-0.30131736397743225,0.9962775111198425,0.4563564658164978,0.2939709424972534,-0.30169203877449036,0.9969140291213989,0.45101767778396606,0.29414117336273193,-0.30193784832954407,0.9970920085906982,0.4880366325378418,0.30453747510910034,-0.1364588588476181,0.9966109395027161,0.44512343406677246,0.2999018430709839,-0.1621880978345871,0.9929931163787842,0.4756978154182434,0.3308248519897461,-0.2614433169364929,0.996240496635437,0.458960622549057,0.3286038339138031,-0.2715197503566742,0.9958789348602295,0.5253848433494568,0.38751980662345886,-0.04926036298274994,0.9984412789344788,0.40710482001304626,0.37950700521469116,-0.10348248481750488,0.9946601986885071,0.6100428700447083,0.3536742925643921,-0.17724289000034332,0.9532879590988159,0.3217676877975464,0.340655654668808,-0.2697976231575012,0.9026041626930237,0.6142831444740295,0.2410123348236084,-0.42808160185813904,0.9534773826599121,0.30618393421173096,0.2252553552389145,-0.4987632632255554,0.9247679710388184,0.6180209517478943,0.21559986472129822,-0.48476773500442505,0.941290557384491,0.3028854727745056,0.19853919744491577,-0.5663723349571228,0.8890255689620972,0.6136614680290222,0.20401868224143982,-0.4925968050956726,0.945867657661438,0.3079987168312073,0.19007375836372375,-0.5616262555122375,0.8899394869804382,0.6030751466751099,0.22341388463974,-0.4391668736934662,0.9330385327339172,0.31256431341171265,0.20151057839393616,-0.5081108212471008,0.8861657381057739,0.495429128408432,0.6516146063804626,0.03139849752187729,0.9960896968841553,0.42570313811302185,0.649300217628479,-0.031623195856809616,0.9959877133369446,0.49107876420021057,0.8454474210739136,0.060780078172683716,0.4124225974082947,0.40497884154319763,0.8426167964935303,-0.028324678540229797,0.4815453290939331,0.4808422923088074,0.9926939010620117,0.30129730701446533,0.4021928906440735,0.3898886442184448,1.0016448497772217,0.15248723328113556,0.5660959482192993,0.4733542501926422,0.9997737407684326,0.31491518020629883,0.23979498445987701,0.3945750296115875,1.01111900806427,0.16113737225532532,0.2603102922439575,0.4854946732521057,1.0727163553237915,0.13337884843349457,0.3502808213233948,0.39495551586151123,1.0725440979003906,-0.03767051175236702,0.3565022051334381
Happy,0.46959933638572693,0.31046006083488464,-0.30964988470077515,0.9987016916275024,0.4758433699607849,0.2935642898082733,-0.2795296907424927,0.994530975818634,0.48120346665382385,0.29482001066207886,-0.2798955738544464,0.994361400604248,0.48470526933670044,0.2957035005092621,-0.2798587381839752,0.9950267672538757,0.46314793825149536,0.29335862398147583,-0.2870347797870636,0.9964949488639832,0.4580059051513672,0.2933146059513092,-0.28741392493247986,0.9973207116127014,0.4533444344997406,0.29359373450279236,-0.2876758575439453,0.9973748922348022,0.4878769814968109,0.3024827837944031,-0.11891297996044159,0.9965280890464783,0.4455283284187317,0.29923391342163086,-0.15291278064250946,0.9944760203361511,0.4767271876335144,0.32771846652030945,-0.24659402668476105,0.9965156316757202,0.46156588196754456,0.32622984051704407,-0.25907278060913086,0.9964889287948608,0.5249796509742737,0.3862801790237427,-0.03543474152684212,0.9983079433441162,0.40654319524765015,0.3783619701862335,-0.10267776250839233,0.9958041310310364,0.6111162900924683,0.3521767556667328,-0.1641547977924347,0.9609476923942566,0.32391244173049927,0.3403393626213074,-0.2908230423927307,0.9298194646835327,0.6234490871429443,0.2426738440990448,-0.4225558638572693,0.9640311598777771,0.2997435927391052,0.23095498979091644,-0.547192394733429,0.966452419757843,0.6248955726623535,0.2165391445159912,-0.479093462228775,0.9568295478820801,0.2953537404537201,0.20496654510498047,-0.619896411895752,0.9524974822998047,0.6179569959640503,0.21046747267246246,-0.49045687913894653,0.961118221282959,0.30094417929649353,0.19522279500961304,-0.6150587201118469,0.9531856775283813,0.613430380821228,0.22057074308395386,-0.435405433177948,0.9541093111038208,0.3071887791156769,0.2073362171649933,-0.5572070479393005,0.9491533637046814,0.49546685814857483,0.6518003344535828,0.03210029378533363,0.995349109172821,0.42620959877967834,0.6498159766197205,-0.03230971843004227,0.9955514073371887,0.49118131399154663,0.8461194634437561,0.07574622333049774,0.53500896692276,0.40760278701782227,0.8430294394493103,-0.024054130539298058,0.5731503367424011,0.4812997281551361,0.9921696186065674,0.31070762872695923,0.49136242270469666,0.39005568623542786,1.0035820007324219,0.1389721930027008,0.647368311882019,0.47468528151512146,0.9973110556602478,0.32358595728874207,0.30185508728027344,0.39187586307525635,1.051780343055725,0.14570550620555878,0.3328859806060791,0.4807615876197815,1.0713378190994263,0.14664176106452942,0.42729902267456055,0.3932613730430603,1.0731847286224365,-0.05016235634684563,0.4310576617717743
Happy,0.4715650975704193,0.30969059467315674,-0.44213414192199707,0.9987587928771973,0.47782522439956665,0.29297325015068054,-0.42005103826522827,0.9933642148971558,0.48165950179100037,0.2929844558238983,-0.42046254873275757,0.9940212368965149,0.4869900643825531,0.29354333877563477,-0.42046505212783813,0.9942402839660645,0.46487897634506226,0.2928236126899719,-0.4220612645149231,0.9960632920265198,0.46099814772605896,0.29324403405189514,-0.4224952757358551,0.9972919821739197,0.4561752676963806,0.29364463686943054,-0.4228087365627289,0.9971987009048462,0.49117565155029297,0.3001696467399597,-0.27144762873649597,0.9966220855712891,0.44948238134384155,0.2980041801929474,-0.2799665629863739,0.9943094253540039,0.4791772961616516,0.326750248670578,-0.3809477388858795,0.9953200221061707,0.46427860856056213,0.3254314661026001,-0.38596311211586,0.9952419996261597,0.5302848219871521,0.37340059876441956,-0.17139235138893127,0.9990848302841187,0.41124480962753296,0.3733111023902893,-0.18779359757900238,0.9979792237281799,0.6119518280029297,0.3182043731212616,-0.22461888194084167,0.972366988658905,0.3287680745124817,0.29172736406326294,-0.28264090418815613,0.9552019238471985,0.6397646069526672,0.20020145177841187,-0.40237611532211304,0.9740859270095825,0.27553197741508484,0.19540056586265564,-0.4913012385368347,0.986879289150238,0.6468281745910645,0.17465588450431824,-0.4471898674964905,0.9698266983032227,0.26720571517944336,0.16366243362426758,-0.5525789260864258,0.9804674386978149,0.6447036266326904,0.1653749644756317,-0.4713837504386902,0.9746583104133606,0.2752678394317627,0.15084725618362427,-0.5686408877372742,0.982166588306427,0.6409417390823364,0.17348462343215942,-0.4184136986732483,0.9720679521560669,0.2803703248500824,0.16180533170700073,-0.5092537999153137,0.983087956905365,0.4963638186454773,0.6468185782432556,0.02055308409035206,0.9970040917396545,0.42589038610458374,0.6451675295829773,-0.020762678235769272,0.997281551361084,0.49196743965148926,0.8467867374420166,0.0729481503367424,0.4413314759731293,0.40568748116493225,0.8452914953231812,-0.01583964191377163,0.5890483260154724,0.48458781838417053,0.9944385886192322,0.3120974600315094,0.4100215435028076,0.39091920852661133,1.006589412689209,0.14746542274951935,0.5887064933776855,0.4777687191963196,0.9994337558746338,0.32576480507850647,0.2835063338279724,0.3955232799053192,1.0183359384536743,0.154972642660141,0.33123791217803955,0.4819382131099701,1.0819079875946045,0.15756230056285858,0.36658990383148193,0.39161503314971924,1.0833897590637207,-0.03427903354167938,0.3926871418952942
Happy,0.47609513998031616,0.3118056356906891,-0.4451468884944916,0.999798595905304,0.4835754334926605,0.2940972149372101,-0.41865116357803345,0.999051034450531,0.4875050485134125,0.2945003807544708,-0.4190845489501953,0.9991512298583984,0.49264463782310486,0.29556921124458313,-0.41905131936073303,0.9990577101707458,0.46928104758262634,0.2919965386390686,-0.42369526624679565,0.9994413256645203,0.4643159806728363,0.29127058386802673,-0.4241543412208557,0.9996294975280762,0.45857834815979004,0.2906416058540344,-0.4244718551635742,0.9995676875114441,0.4936673045158386,0.300904780626297,-0.2598004639148712,0.9991918206214905,0.4497918486595154,0.29371991753578186,-0.2833554148674011,0.9990354776382446,0.4828972816467285,0.32886382937431335,-0.38147419691085815,0.9987220168113708,0.4660848081111908,0.32727500796318054,-0.39089223742485046,0.9989055395126343,0.5273904204368591,0.36868906021118164,-0.16302630305290222,0.9995167255401611,0.4145316183567047,0.3583516776561737,-0.21125443279743195,0.9992145299911499,0.6012536883354187,0.29236528277397156,-0.2079615294933319,0.989630401134491,0.34271109104156494,0.27551254630088806,-0.33509790897369385,0.9849945902824402,0.6589555144309998,0.1957273781299591,-0.3875933587551117,0.9949018955230713,0.26579034328460693,0.18450914323329926,-0.5641251802444458,0.9961588382720947,0.668925940990448,0.16885051131248474,-0.428021103143692,0.9936641454696655,0.2474525272846222,0.15144914388656616,-0.6311379671096802,0.9932072758674622,0.6655879020690918,0.15827301144599915,-0.4678006172180176,0.9952842593193054,0.25368255376815796,0.1378057599067688,-0.6514462232589722,0.9940993785858154,0.6600586771965027,0.16823816299438477,-0.41050857305526733,0.9953225255012512,0.2616722881793976,0.15003928542137146,-0.5854823589324951,0.9945606589317322,0.4955972135066986,0.6398020386695862,0.032328955829143524,0.9968447685241699,0.4281165599822998,0.6359949111938477,-0.032567646354436874,0.9973194003105164,0.4934219419956207,0.8392477035522461,0.0982784554362297,0.6185312271118164,0.40967756509780884,0.8331945538520813,-0.06266417354345322,0.7310431003570557,0.48022347688674927,0.9794666767120361,0.32231274247169495,0.49970853328704834,0.3901492655277252,0.9959414601325989,0.09093591570854187,0.6300912499427795,0.47123008966445923,0.9915647506713867,0.33406203985214233,0.37215185165405273,0.39449501037597656,1.0095794200897217,0.0970158576965332,0.3783046007156372,0.46909332275390625,1.0655367374420166,0.16786129772663116,0.48656272888183594,0.3917653560638428,1.082275152206421,-0.09369003772735596,0.46802690625190735
Happy,0.47541743516921997,0.31469106674194336,-0.4121045470237732,0.9993321299552917,0.48287463188171387,0.2964210510253906,-0.3863999843597412,0.9967753291130066,0.4872693121433258,0.29659396409988403,-0.3868155777454376,0.9970107078552246,0.49251309037208557,0.29709264636039734,-0.38678881525993347,0.9969393014907837,0.4691426157951355,0.29490724205970764,-0.3911968767642975,0.9980942606925964,0.46474653482437134,0.2940220534801483,-0.39165565371513367,0.9986899495124817,0.45987844467163086,0.29316267371177673,-0.39197298884391785,0.9985969662666321,0.49409979581832886,0.30117347836494446,-0.23072843253612518,0.9974608421325684,0.45235657691955566,0.29553791880607605,-0.2525401711463928,0.9969992637634277,0.48208555579185486,0.33096688985824585,-0.3492121398448944,0.9965242743492126,0.4665946960449219,0.32959163188934326,-0.3580988347530365,0.9969454407691956,0.5264071822166443,0.36826393008232117,-0.13171017169952393,0.9992013573646545,0.41624537110328674,0.3558114767074585,-0.18276719748973846,0.9986997842788696,0.5983017683029175,0.28789159655570984,-0.17603576183319092,0.9784067273139954,0.33998578786849976,0.27267715334892273,-0.29972708225250244,0.9784309267997742,0.6637184023857117,0.19514063000679016,-0.35913315415382385,0.9901277422904968,0.2707141041755676,0.18192771077156067,-0.5185886025428772,0.9946973323822021,0.6760823726654053,0.16776904463768005,-0.39996767044067383,0.9877846240997314,0.2528466582298279,0.15042179822921753,-0.5832428336143494,0.9904685616493225,0.6725125312805176,0.15569853782653809,-0.4387068748474121,0.9907726049423218,0.259985089302063,0.13539327681064606,-0.6025837659835815,0.9916467070579529,0.665631115436554,0.16555255651474,-0.38185548782348633,0.9907122254371643,0.2683224678039551,0.14671951532363892,-0.5389341711997986,0.9919223785400391,0.49706846475601196,0.6399555206298828,0.030572423711419106,0.9965536594390869,0.43023809790611267,0.6353512406349182,-0.030843514949083328,0.9968112111091614,0.4893510937690735,0.8407669067382812,0.0634373277425766,0.5420625805854797,0.4065905511379242,0.8337437510490417,-0.05037813261151314,0.6107582449913025,0.4782615303993225,0.9937021732330322,0.2830791473388672,0.45181146264076233,0.3860816955566406,0.9925658106803894,0.13121239840984344,0.5021367073059082,0.4723009169101715,0.9979490637779236,0.2947136163711548,0.30382323265075684,0.3898182213306427,1.0031923055648804,0.14070318639278412,0.26395758986473083,0.4714731276035309,1.0741244554519653,0.12569560110569,0.4223395586013794,0.3871840834617615,1.071169376373291,-0.04237595573067665,0.34254252910614014
Happy,0.4762999415397644,0.31448617577552795,-0.3615074157714844,0.9990208148956299,0.48302358388900757,0.29934126138687134,-0.3369449973106384,0.9949819445610046,0.48767605423927307,0.29975777864456177,-0.33733537793159485,0.9953281879425049,0.493032842874527,0.3009294867515564,-0.3373258411884308,0.995327353477478,0.4699040949344635,0.2984924912452698,-0.3422674238681793,0.9969968795776367,0.46590477228164673,0.29848814010620117,-0.3427045941352844,0.9979077577590942,0.4614425301551819,0.2983539402484894,-0.343000590801239,0.9977524876594543,0.49500933289527893,0.30453747510910034,-0.1894889771938324,0.9969186782836914,0.45277151465415955,0.29899105429649353,-0.21357639133930206,0.9956009387969971,0.4827236235141754,0.3308278024196625,-0.3016531467437744,0.9951935410499573,0.4690891206264496,0.32962656021118164,-0.3111100494861603,0.9953588843345642,0.5291967988014221,0.36754199862480164,-0.10290347039699554,0.9990789890289307,0.41920900344848633,0.36119458079338074,-0.1514650136232376,0.9980681538581848,0.6013989448547363,0.2817583382129669,-0.15924477577209473,0.982052743434906,0.34069371223449707,0.2744889259338379,-0.2786359190940857,0.9756744503974915,0.6597346067428589,0.18737806379795074,-0.3324100971221924,0.9879194498062134,0.27207785844802856,0.1843051016330719,-0.4968052804470062,0.9916925430297852,0.6721359491348267,0.1625826060771942,-0.37186184525489807,0.9834104180335999,0.25469523668289185,0.15418463945388794,-0.5577201247215271,0.9852914810180664,0.6668307185173035,0.15233169496059418,-0.4028337895870209,0.986850380897522,0.2626211643218994,0.14008814096450806,-0.5761823058128357,0.9868471026420593,0.6595509648323059,0.1596059501171112,-0.3521570861339569,0.9869217872619629,0.2699725031852722,0.1507158875465393,-0.5164381265640259,0.987626850605011,0.49578437209129333,0.6387631297111511,0.03048589825630188,0.9976020455360413,0.430292546749115,0.6333919167518616,-0.030695369467139244,0.9976850748062134,0.49394646286964417,0.8353805541992188,0.06541936099529266,0.6542391180992126,0.4088543951511383,0.829480767250061,-0.06606245040893555,0.7473599910736084,0.48148268461227417,0.9790964722633362,0.2823745310306549,0.570146918296814,0.39163243770599365,0.9835869073867798,0.0918336734175682,0.6528629064559937,0.47535696625709534,0.9839739203453064,0.29386046528816223,0.40951818227767944,0.3945620059967041,0.9948140382766724,0.09899257123470306,0.37989088892936707,0.4855716824531555,1.0590320825576782,0.13444766402244568,0.49906203150749207,0.3844712972640991,1.0593608617782593,-0.08108946681022644,0.4594572186470032
Happy,0.48032528162002563,0.31161391735076904,-0.4153665602207184,0.9995542168617249,0.4864540696144104,0.2954518496990204,-0.3893876075744629,0.9979522228240967,0.492058128118515,0.2956705689430237,-0.38979437947273254,0.9979777932167053,0.49688130617141724,0.29608646035194397,-0.38977161049842834,0.9979331493377686,0.4725504517555237,0.2944246530532837,-0.3953092396259308,0.9988276362419128,0.468062162399292,0.29396170377731323,-0.3957711160182953,0.999157190322876,0.4637196660041809,0.29380038380622864,-0.3961014151573181,0.9991117119789124,0.4981728494167328,0.30016425251960754,-0.23335883021354675,0.9983166456222534,0.4546206593513489,0.29511791467666626,-0.26139721274375916,0.9981112480163574,0.48595085740089417,0.32859423756599426,-0.3527497947216034,0.9979039430618286,0.47160449624061584,0.32787540555000305,-0.3634915053844452,0.9981973767280579,0.5306611657142639,0.36446258425712585,-0.13243348896503448,0.9993783235549927,0.41790086030960083,0.3583095371723175,-0.19889917969703674,0.9990560412406921,0.6028280258178711,0.27700260281562805,-0.17170016467571259,0.988071084022522,0.3410112261772156,0.27341797947883606,-0.32192134857177734,0.9847129583358765,0.6586198210716248,0.18477538228034973,-0.3515337109565735,0.9937939643859863,0.2739869952201843,0.18202707171440125,-0.549014687538147,0.9958263039588928,0.6708947420120239,0.1592864990234375,-0.38991355895996094,0.991499125957489,0.2556537687778473,0.149709552526474,-0.6168428659439087,0.9921514987945557,0.6647731065750122,0.1484876573085785,-0.4289126992225647,0.993440568447113,0.2659616470336914,0.1327316164970398,-0.6362864375114441,0.9930768013000488,0.6570344567298889,0.15758547186851501,-0.37380456924438477,0.9933664202690125,0.2746427655220032,0.1451149582862854,-0.56950443983078,0.9930534958839417,0.4972628951072693,0.6350604891777039,0.04208637773990631,0.9967514276504517,0.429536908864975,0.6318560242652893,-0.04227776825428009,0.9973152279853821,0.4919659197330475,0.8311505913734436,0.14669759571552277,0.5618219971656799,0.40883690118789673,0.8298217058181763,-0.12454013526439667,0.8258545994758606,0.4856301248073578,0.9696453809738159,0.3812829554080963,0.4582548439502716,0.3852596879005432,1.0223668813705444,-0.009599313139915466,0.6868331432342529,0.4761899411678314,0.9843982458114624,0.39392441511154175,0.3050387501716614,0.38249486684799194,1.0535790920257568,-0.006971193943172693,0.3908558785915375,0.5040468573570251,1.004974603652954,0.23669013381004333,0.40366509556770325,0.38829901814460754,1.0761284828186035,-0.1983969509601593,0.5043908357620239
